display_name,type,lat,lon,alamat,zip,bank,country,provinsi,kota
"Bank BCA, Jalan Niaga, Belakang Tangsi, Padang, Sumatera Barat, 25119, Indonesia",bank,-0.95665815,100.36114101450738,Jalan Niaga,25119,BANK BCA,Indonesia,Sumatera Barat,Padang
"Bank BCA, Jalan Masjid Jamik, Pangkalpinang, Kepulauan Bangka Belitung, 33125, Indonesia",bank,-2.1291783,106.11417065,Jalan Masjid Jamik,33125,BANK BCA,Indonesia,Kepulauan Bangka Belitung,Pangkalpinang
"Bank BCA, Jalan O.K. Alifiah, Tebing Tinggi, Kota Tebing Tinggi, Sumatera Utara, 20600, Indonesia",bank,3.3321697,99.1606209,Jalan O.K. Alifiah,20600,BANK BCA,Indonesia,Sumatera Utara,Kota Tebing Tinggi
"Bank BCA, Jalan Ranggasena, RW 01 Desa Sidareja, Ciklapa, Cilacap, Jawa Tengah, 53261, Indonesia",bank,-7.4865322,108.79181852665785,Jalan Ranggasena,53261,BANK BCA,Indonesia,Jawa Tengah,Cilacap
"Bank BCA, Jalan Letnan Jenderal MT. Haryono, Purwodadi, Grobogan, Jawa Tengah, Jawa, 58111, Indonesia",bank,-7.08278385,110.91512447800113,Jalan Letnan Jenderal MT. Haryono,58111,BANK BCA,Indonesia,Jawa Tengah,Grobogan
"Bank BCA, Jalan Kates, Boyolali, Jawa Tengah, Jawa, 57313, Indonesia",bank,-7.5353214,110.6008892,Jalan Kates,57313,BANK BCA,Indonesia,Jawa Tengah,Boyolali
"Bank BCA, Jalan Brigadir Jenderal Katamso, Musikanan, Panembahan, Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta, 55131, Indonesia",bank,-7.81304995,110.36899662085699,Jalan Brigadir Jenderal Katamso,55131,BANK BCA,Indonesia,Daerah Istimewa Yogyakarta,Kota Yogyakarta
"Bank BCA, Jalan Kartini, Kauman, Kota Magelang, Jawa Tengah, 56121, Indonesia",bank,-7.47568005,110.21489965524843,Jalan Kartini,56121,BANK BCA,Indonesia,Jawa Tengah,Kota Magelang
"Bank BCA, Jalan Jenderal Achmad Yani, Nyomplong, Sukabumi, Jawa Barat, 43111, Indonesia",bank,-6.9213341,106.9241662,Jalan Jenderal Achmad Yani,43111,BANK BCA,Indonesia,Jawa Barat,Sukabumi
"Bank BCA, Jalan Tambak, Tanjungpinang Kota, Tanjungpinang, Kepulauan Riau, 29112, Indonesia",bank,0.9276202,104.4463149,Jalan Tambak,29112,BANK BCA,Indonesia,Kepulauan Riau,Tanjungpinang
"Bank BCA, Jalan Cut Mutia, Bulak Kapal, Kota Bekasi, Jawa Barat, 17113, Indonesia",bank,-6.25455685,107.00986597540731,Jalan Cut Mutia,17113,BANK BCA,Indonesia,Jawa Barat,Kota Bekasi
"Bank BCA, Jalan Haji Oemar Said Cokroaminoto, Cianjur, Jawa Barat, Jawa, 43212, Indonesia",bank,-6.814405,107.1442981,Jalan Haji Oemar Said Cokroaminoto,43212,BANK BCA,Indonesia,Jawa Barat,Cianjur
"Bank BCA, Jalan Kenari 1, Bekasi Jaya, Kota Bekasi, Jawa Barat, 17141, Indonesia",bank,-6.2421039,107.0040637319879,Jalan Kenari 1,17141,BANK BCA,Indonesia,Jawa Barat,Kota Bekasi
"BANK BCA, Jalan KH. Wahid Hasyim, Sampang, Jawa Timur, 69211, Indonesia",bank,-7.1875474,113.24191653974597,Jalan KH. Wahid Hasyim,69211,BANK BCA,Indonesia,Jawa Timur,Sampang
"Bank BCA, Jalan Jendral Achmad Yani, Sidokumpul, Sidoarjo, Jawa Timur, 61200, Indonesia",bank,-7.448988,112.718563,Jalan Jendral Achmad Yani,61200,BANK BCA,Indonesia,Jawa Timur,Sidoarjo
"Bank BCA, A10-A11, Jalan Diponegoro, Dauh Puri, Denpasar Barat, Bali, 80210, Indonesia",bank,-8.6651398,115.2150044,Jalan Diponegoro,80210,BANK BCA,Indonesia,Bali,Denpasar Barat
"Bank BCA, Jalan Jend. Sudirman, Pangkal Lalang, Belitung, Kepulauan Bangka Belitung, 33412, Indonesia",bank,-2.7430357,107.640754,Jalan Jend. Sudirman,33412,BANK BCA,Indonesia,Kepulauan Bangka Belitung,Belitung
"Bank BCA, Jalan Jenderal Sudirman, Toboali, Bangka Selatan, Kepulauan Bangka Belitung, 33183, Indonesia",bank,-3.00950455,106.45974363918296,Jalan Jenderal Sudirman,33183,BANK BCA,Indonesia,Kepulauan Bangka Belitung,Bangka Selatan
"Bank BCA, Jalan Tuanku Tambusai, Harjosari, Kelurahan Wonorejo, Kabupaten Kampar, Riau, Sumatera, 24242, Indonesia",bank,0.5060842,101.4375762,Jalan Tuanku Tambusai,24242,BANK BCA,Indonesia,Riau,Kabupaten Kampar
